,index,0_dist,0_angle,1_dist,1_angle,2_dist,2_angle,3_dist,3_angle,4_dist,4_angle,5_dist,5_angle,6_dist,6_angle,7_dist,7_angle,8_dist,8_angle,9_dist,9_angle,10_dist,10_angle,11_dist,11_angle,12_dist,12_angle,13_dist,13_angle,14_dist,14_angle,15_dist,15_angle,16_dist,16_angle,17_dist,17_angle,18_dist,18_angle,19_dist,19_angle,20_dist,20_angle,Label
0,Zexture_0,48.982249549965076,-1.055388287504371,6.716986960847787,-1.3998202095184442,34.152651846056045,-1.2472821057965617,65.58436086463509,-1.310848721914362,92.14700372114433,-1.4417621791660444,25.134378079659104,0.8202366087938281,40.8944496120231,0.9986192753401636,60.60664594646219,1.011780587722594,78.94889130090256,1.0226186290221662,30.149213201829035,-0.020534238194685556,18.04818443642593,0.14562838057082111,50.07065302934026,0.09238194508175947,76.34522974167011,0.11313689648829767,42.09313720247617,-0.6247207870635223,33.21465266907719,1.038490737467455,32.24569088264143,1.0919583407080995,29.2122578564255,1.3689250935054922,58.98848805789149,-0.9113107890832463,48.43575823435573,1.3868978262008667,46.47092085660417,1.379027717202665,42.61928704375416,-1.5674443840412975,Zexture
1,Zexture_1,69.00136381707814,-1.2390068254996707,19.5496344880609,-1.3920321511902805,27.32603187695918,-1.3672491015514738,62.491886094631504,-1.4177993939874687,93.92447634262237,-1.511951189125111,27.138053041854246,0.8711153813448734,42.956208255203336,1.0739268184851258,61.79919570325459,1.0550908947561877,80.15667764148874,1.0558503204860628,30.845970934669808,0.15499674192394086,22.0442762044637,-0.2177317390255685,54.65343294273749,-0.06888646262477745,79.52745928322715,-0.009580545189915189,39.97734619277248,-0.5308181609961731,30.351082494975035,0.872040394433172,31.807420803023145,1.1661011200236957,34.24210189153279,1.5554984938328151,56.87787769002587,-0.9195927581385646,47.904146545323485,1.306287955039838,48.623408227564624,1.3315183145041554,48.240939134896415,1.5599379184255482,Zexture
2,Zexture_2,77.55961791464526,-1.224385788822771,25.0498369468897,-1.273695018337834,22.110524268924777,-1.4953458751259547,59.318904459740764,-1.4751215822951638,91.0866622802234,-1.5415159944491186,29.99236486363452,0.8258255626866204,43.57171480520085,1.111058766293934,64.16102546101189,1.1307167303553147,83.94907213315786,1.1624783659226774,32.8940441507208,0.1849033079618581,24.010296355225588,-0.16938732174028084,57.70300848490151,-0.03549293318826874,84.67314775129938,-0.012372821908088371,38.74358991674867,-0.4817874552494888,31.554473648854227,0.7693909928205378,30.854791209625283,1.2178059389679865,33.38119013569295,-1.4103380465036945,53.76198911799027,-0.9255237406695381,47.75202860431863,1.169178065545851,48.63096258086972,1.3072924672213908,49.00795900005911,-1.5231670063898783,Zexture
3,Zexture_3,84.93361419874745,-1.1887282643305597,30.558371340058606,-1.1433950396517083,16.408614517548028,1.40755604401006,51.29888852323043,-1.5057718481158289,84.25643828390952,-1.531224235538064,31.062989184110315,0.8428809123260792,43.90199867350398,1.1566468645295886,62.09328436891402,1.2143593745747006,80.08391290749951,1.2576954250511472,32.01420461376721,0.29117185361081066,24.729099147991672,-0.3375835795873076,59.55993189660601,-0.08725780115869738,87.36079954448766,-0.025076530806434114,36.38883609419582,-0.38925463509805136,26.286059349011847,0.7443955159521203,30.60664045447158,1.2264118429959971,34.91151756880407,-1.494338275874685,52.136768507316276,-0.8688075636892225,42.93244706906267,1.2550085217930982,46.220535138407094,1.323069044902748,46.82850944726036,1.5423197946783334,Zexture
4,Zexture_4,82.43815795262117,-1.1399619553401128,30.069797867032182,-1.1078569329731354,18.417186097886166,1.3835424070614142,54.15632030962273,-1.5232968705273373,89.09626885968093,1.5659861020032853,30.83369185303603,0.8465908159697524,44.83357989968359,1.219484493832976,63.532536703288066,1.2929084869778706,82.41793829796993,1.3328242754655626,33.42372098849187,0.24463312063888842,26.8851593148194,-0.15291865238552058,60.57150344409869,-0.001572325748317951,86.59238051244344,0.021998650852561388,38.83484420873287,-0.4219593719714675,32.17811117828809,0.7487653441734025,30.44827590634543,1.251024009184656,32.75816700715923,-1.3420362696625685,53.46518565475581,-0.8711544520863388,47.29041361581278,1.1901029638956309,47.10628692195659,1.344452093045197,47.02990316153353,-1.4978296512973128,Zexture
5,Zexture_5,83.32065209634189,-1.09079025891993,29.03278309654565,-0.9673263490098974,21.3797327046327,1.4074784785320231,56.115931182029776,-1.5436383197195547,90.1073308103155,1.5544130147704422,33.68902066517642,0.8403976943540326,42.823531793669765,1.150426804616036,60.325684485273584,1.2420563704888807,78.80202812864783,1.3079362510672006,34.00906908525065,0.3013813613221143,27.82680480686988,-0.14770531455390276,63.53025240404402,0.014241915576427322,90.60798671329049,0.04310846874129207,37.560080367169206,-0.4080547522646162,35.04483684609134,0.7123108538322218,30.190626407918327,1.1791597707636123,29.855965648547652,-1.3176940512709652,52.85692835649314,-0.8849400410414195,48.965465177463116,1.1606689862534059,49.27133445618225,1.3347250699027873,48.11343361610214,-1.4776274842851926,Zexture
6,Zexture_6,84.50985800350894,-1.0726188270490191,30.259385081120342,-0.8756550685527095,22.67811835567922,1.2855743670534727,57.77841007852166,1.5468932133124462,89.86875035433303,1.5220286587066465,33.37752173119058,0.8358603374143042,41.34364584980617,1.2155306300389248,59.078333025793604,1.2898394552661199,77.959769263273,1.332780514106165,32.864250438981564,0.30158830068592646,30.84927883330739,-0.12224892835176979,64.63090742834528,0.019157567537281435,90.71809765769113,0.046734207046260405,37.120933700822526,-0.45274729489447363,35.33529066584722,0.7176890264859069,28.886673558875767,1.231320830119043,28.808264435283892,-1.2391140550526374,53.22201392694483,-0.9167372710195852,49.30915016758485,1.161593129232523,48.64606776808432,1.3296163158620529,47.35893242806075,-1.4993455852715654,Zexture
7,Zexture_7,84.55728378065848,-0.9457678264585114,43.73165958303687,-0.6245532568788603,18.98322448351132,0.5197683917019831,30.46670239209565,-1.5207598792466999,49.78076653239974,-1.3371860834002864,38.923991284369464,0.857260327663597,49.58860230393726,1.2745566401646133,65.44267540506225,1.3945223756579153,81.97810946123974,1.4549431808623527,35.537116108587,0.41808827515830027,28.785428727560728,-0.29716105838780776,61.61926841794546,-0.05566997300809701,85.52488333189494,-0.005011093912409594,32.89928284615613,-0.29520001836450965,32.1637321984598,0.6541610544185079,30.282494587765534,1.1444291147657346,29.908287629589218,-1.4205680080745777,43.54506097826602,-0.9172343151314372,43.69189695367356,1.0818006619962288,43.41692617468501,1.2781839492617049,42.59701478899946,-1.5361345995312532,Zexture
8,Zexture_8,79.5789657596982,-0.9135318740831295,43.08355537515645,-0.509138222443918,25.959719364401035,0.7139982857115801,44.14858441296769,1.4887299780467729,68.00281773540453,1.561692936817812,35.126334998556835,0.8333460304736836,44.06275158336694,1.35072074722203,61.60590866028526,1.4304296601520639,78.37123124349468,1.4734251309628288,30.000831432167264,0.30468393849155045,28.539068976578168,-0.10531361992518434,61.413527135255336,0.03257187429901519,87.58670469313404,0.06855723930530148,31.429473291533537,-0.49753293890492367,35.759146428403206,0.6986598247214633,29.300615643660215,1.1718797148106952,28.054409397121788,-1.2957608203377147,46.12046731841444,-1.007709791924203,48.06941786874855,1.0628318551409122,43.78684713312218,1.2841311623118683,42.155634328864444,-1.4848408434242937,Zexture
9,Zexture_9,78.68933433362163,-0.8947322589848924,43.80978260793126,-0.5098434299307623,24.162385264663005,0.6498076865927231,39.751153379635866,1.4892468166023947,57.74172300826947,-1.505599603269567,36.681536873368444,0.8120218068915366,45.88403503618456,1.2552813331942212,61.47753677844183,1.4034828749699062,76.87257176815037,1.48955848269995,31.106757874897987,0.34837864158468407,28.143542010843255,-0.16487051330497132,60.76309895826033,0.006269510330485742,87.92671139058778,0.06123641806023227,30.347384052350584,-0.4566301803328929,34.25411903993175,0.6740896179561247,28.88420073594207,1.151400253526955,27.35588915026919,-1.3030175612729096,43.16923402656006,-1.0023750635088522,46.85348901743154,1.038917668173827,43.30415029886371,1.2716506170629924,40.44292750886773,-1.5154284465892571,Zexture
