,index,0_dist,0_angle,1_dist,1_angle,2_dist,2_angle,3_dist,3_angle,4_dist,4_angle,5_dist,5_angle,6_dist,6_angle,7_dist,7_angle,8_dist,8_angle,9_dist,9_angle,10_dist,10_angle,11_dist,11_angle,12_dist,12_angle,13_dist,13_angle,14_dist,14_angle,15_dist,15_angle,16_dist,16_angle,17_dist,17_angle,18_dist,18_angle,19_dist,19_angle,20_dist,20_angle,Label
0,Three_0,130.87818677397172,-1.3064908559046082,112.33964131747022,-1.5601990126219012,77.64605139382267,1.3261151499005184,41.7567190134287,1.3089451294086265,18.093796935091987,-1.2798436915886566,26.618195744099573,1.0687368761893494,42.23691414035562,-0.40563197859994093,71.04763500574313,-0.6441713499797853,95.89455896926216,-0.7400864928977442,16.781644221185232,-0.9182148773373349,36.31088990404372,-1.3821454000086388,69.84987140394314,-1.222957235108492,96.92807722324329,-1.181258172647911,36.99169484530744,-0.4573149360265964,45.22067333700546,0.8397814735332128,66.21433280250378,1.2924966677897851,85.27772422756783,1.451012570666372,63.85515426043212,-0.4950020281511084,38.36609070650507,0.09571659204908665,25.811676241296063,-0.4545719505982489,37.95931107188529,-1.13015251560017,Three
1,Three_1,142.33925970233128,-1.288728476443507,121.80190042789073,-1.5328646077643795,83.00853711251688,1.3351397812664993,44.20448259146507,1.3104021093558385,19.283303788216955,-1.1646075243758967,28.601333555957467,0.9176385085250791,49.708561064306615,-0.42036419597553765,77.67722038598848,-0.6383515711828114,101.7910469224091,-0.7221746159403108,15.360372491704114,-0.9750552706692228,40.901019841029395,-1.2888184499302977,73.2044631428732,-1.2021280050177732,99.94873969637348,-1.176664885955684,37.11036429788848,-0.43724731477279893,44.8095238095238,0.9066773917091255,67.3677759285557,1.3215317307136405,89.7007623009393,1.474561182547986,64.37751822342727,-0.4623244208878178,39.97008518568064,0.13263026005591913,34.07957208592988,-0.3823226698737869,49.111516399760056,-0.8443955514518977,Three
2,Three_2,147.88671585245103,-1.2730786265547192,121.45998659917268,-1.5347194015286014,79.11507448860725,1.3071309793656203,40.1379141734472,1.1980007464085536,16.93558558057314,-0.9109862029419913,31.173932362743674,0.8480864788443667,52.29681554454126,-0.4261753454561051,81.07671124667034,-0.6277599278608215,103.60159385565989,-0.723932216772509,14.422362328945733,-1.1884505894024877,40.628453106339855,-1.2549760216338588,73.96881429040445,-1.188138129931423,99.42575484060244,-1.17187893644127,35.8728543331101,-0.5058091807127587,43.99680466649454,0.8696834141080148,70.34171533378874,1.2916597700867158,95.42563677647117,1.4406850204872506,63.16685961954269,-0.5017533111018059,45.506721239884286,-0.07436419126738822,40.319613115877736,-0.44568863137827064,50.1161010331654,-0.8418656605879505,Three
3,Three_3,149.42092304927704,-1.279888982811188,122.23939376385628,-1.5310511863066243,81.91832667296106,1.3097445978502074,41.290410014719825,1.2468575920832543,18.632865412206158,-0.9487643115057248,32.09202329526256,0.851547566728739,53.38577353871094,-0.4013780973017385,81.05843193496344,-0.6163568606941777,105.56330917936381,-0.7231584258045192,14.011656954559141,-1.216798889963001,42.62341025822329,-1.2819077449691694,75.87799014045574,-1.2049742088336044,101.86986496386012,-1.197581487124564,36.176720443412464,-0.4936739177358009,45.25212814930161,0.8792916690769904,70.4285714285714,1.299740898823895,94.87456810689251,1.424214468303966,64.35313924442417,-0.4874762657922333,45.90718231121468,-0.046695004043330955,38.84453576995965,-0.45706875654779017,49.69663069103194,-0.8749538920480155,Three
4,Three_4,152.90472482982156,-1.2527881224672752,124.55003821011293,-1.5000064180092667,83.24975400534295,1.3505142789574056,43.00993926156426,1.2098227314886438,18.971096287011605,-1.0273634908321596,30.784158248894368,0.8554587460359034,54.20154293224344,-0.4333895510420533,82.43639752674913,-0.617966384926925,106.28845575914818,-0.7159640741432,14.88679885151107,-1.0957042961476648,44.46558454149434,-1.2930850760772765,76.99905762594402,-1.237507070750574,101.08505432860379,-1.2152235284044457,38.41499730756972,-0.49469697283925135,46.45015371390444,0.84560128631155,73.09157738623004,1.26779486300654,99.19652268793843,1.4005178703692507,68.05003494661723,-0.5272181548765195,38.81700190880547,0.019629380302860266,30.492741041694284,-0.5615789456582106,47.125946943095435,-1.065562576350646,Three
5,Three_5,153.5509990102707,-1.262971902271953,125.45499956597891,-1.5267518813840362,82.90186258982168,1.3212203151715254,40.41398581472886,1.177817948696976,14.803627673318756,-0.8719394577410077,34.53851903385774,0.8234285986216356,55.10513554759503,-0.3649403097993322,82.8659546491157,-0.598203078564761,106.44182297388812,-0.7135272422044341,13.791120742632483,-1.3124181306680718,43.79176658758676,-1.2579863869889931,76.75318986332108,-1.204691534885684,101.45092532566231,-1.2030159014220412,35.101957100569884,-0.5164538777761793,45.534965757931175,0.8653460875452754,71.66824867736568,1.2803577970958793,97.08319830068565,1.3997610953272823,65.11824235595078,-0.5195996289546595,47.640566566387925,-0.07002559680773077,39.61186404655339,-0.39747282216710544,49.39977599626059,-0.796985920108598,Three
6,Three_6,151.54886656427394,-1.2735910854334689,121.95163719302403,-1.5430690595674967,83.49087149852234,1.3212527486345922,39.99478424044704,1.1146033187884203,13.981685461512562,-1.1757432212483658,34.39008584658009,0.8530084005227868,59.3011836769514,-0.40004155017310683,88.22164675926254,-0.6038719105821436,111.93008831945865,-0.6998586149321504,16.260144225972716,-1.3613393185588225,45.83834851967658,-1.223090380055102,78.49817653182053,-1.1976121123903987,105.79387823121813,-1.1869465987163041,34.937521169761446,-0.571746946684873,42.953595168140225,0.8796066517425264,69.83832966394192,1.2895932386532323,99.1437720098679,1.4252313087463244,67.11051230379638,-0.6002043203507573,52.71271559583635,-0.11225338901228275,52.526745158215356,-0.34784156383914966,66.05381575627347,-0.6298033354204189,Three
7,Three_7,149.97302856531286,-1.265714242574817,122.19736090168995,-1.52128551506237,79.58915194029876,1.3174010869093489,37.18620791310826,1.1569927199454506,15.623692689074177,-0.7853981633974483,35.4629889147325,0.7074611109887634,59.174920378603474,-0.38005808066899527,86.46719588213107,-0.5878498618349933,110.8203383512713,-0.6831294442052552,12.04771315604124,-1.5668437782081472,46.55314179878593,-1.1749036259843404,79.64298170678566,-1.1579750529429005,106.95595338137483,-1.1575446066522905,33.18569344511435,-0.5047291708468613,41.86320991839018,0.8683390078729017,70.84795767399343,1.2839104140225985,102.38166112711492,1.403506652498696,64.20580571512473,-0.5406738884614843,51.04624198569054,-0.19812735627980474,55.535100542722056,-0.48819196946763893,74.71950572071117,-0.6811109167795435,Three
8,Three_8,149.8920095017465,-1.2498494692314395,121.4568127756303,-1.510774244827324,82.17023698277248,1.3535102450844072,41.34115023735849,1.1808784628640443,14.242633454166771,-1.0338171799233489,31.804390803416087,0.8192834933015658,56.106575780428706,-0.3983165996421559,83.68304850870187,-0.6074161074721482,107.4427654419086,-0.7066553103495133,12.966816185766836,-1.233948197184602,46.16941100416655,-1.2464365154365016,79.15382996536518,-1.1995623908910118,106.07879029554822,-1.1972088122679097,36.139218086453205,-0.4660047054015877,45.453746643156116,0.8706925755941735,71.02645542060023,1.266431637078823,99.45731430927799,1.385889553241167,67.59786723949802,-0.5311168811058361,44.72290601018078,-0.13993952058896678,41.41882753502828,-0.5956555153657106,58.16393284416234,-0.9189443395895289,Three
9,Three_9,151.46613789789853,-1.2387061130414914,121.47992378202322,-1.5017510488449899,80.71608369959766,1.376061873702919,40.546158014110496,1.2282463948708462,14.602363676587121,-0.8731353031795722,30.376063198174677,0.8686314508872132,53.80600494183203,-0.39710577279257203,80.84930412393332,-0.6023783489861355,104.58166313000834,-0.7054654766482915,13.759515363505688,-1.0885750025670435,44.63065865086439,-1.284142765689843,77.52290276759983,-1.2202934960260767,103.50380934416295,-1.2091717522591263,38.43907332749639,-0.4636476090008065,47.5418660229414,0.8215270139102238,73.00124249556092,1.2302734781313767,100.11916935613458,1.355583826091361,69.88725938927146,-0.5276820800125358,37.44507693740357,-0.05853179165382998,28.688648430221228,-0.7807033622099535,48.067813963493556,-1.223040980923538,Three
